# Метеостанция Нижний Новгород / Нагорный, Россия, WMO_ID=27562, выборка с 16.06.2017 по 16.06.2018, все дни
# Кодировка: UTF-8
# Информация предоставлена сайтом "Расписание Погоды", rp5.ru 
# Пожалуйста, при использовании данных, любезно указывайте названный сайт.
# Обозначения метеопараметров см. по адресу http://rp5.ru/archive.php?wmo_id=27562&lang=ru
#
"Местное время в Нижнем Новгороде / Нагорном";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss"
"22.12.2017 09:00";"-4.0";"750.4";"763.1";"";"93";"Ветер, дующий с западо-юго-запада";"3";"4";"4";"";" ";"";"";"-4.1";"";"";"";"";"";"";"";"-5.0";"";"";"";"";"";"";
"22.12.2017 06:00";"-4.0";"751.3";"763.9";"";"89";"Ветер, дующий с юго-запада";"2";"3";"5";"";" ";"";"";"-4.0";"";"";"";"";"";"";"";"-5.5";"Осадков нет";"12";"";"";"";"";
"22.12.2017 03:00";"-3.6";"752.4";"765.1";"";"88";"Ветер, дующий с юга";"3";"4";"6";"";" ";"";"";"";"";"";"";"";"";"";"";"-5.3";"";"";"";"";"";"";
"22.12.2017 00:00";"-3.3";"754.0";"766.7";"";"92";"Ветер, дующий с юго-юго-востока";"3";"4";"7";"";" ";"";"";"";"";"";"";"";"";"";"";"-4.5";"";"";"";"";"";"";
"21.12.2017 21:00";"-2.5";"755.6";"768.3";"";"93";"Ветер, дующий с юго-юго-востока";"2";"3";"6";"";" ";"";"";"";"";"";"";"";"";"";"";"-3.5";"";"";"";"";"";"";
"21.12.2017 18:00";"-1.1";"757.1";"769.8";"";"87";"Ветер, дующий с юга";"2";"5";"6";"";" ";"";"";"";"-0.5";"";"";"";"";"";"";"-3.0";"Осадков нет";"12";"";"";"";"";
"21.12.2017 15:00";"-0.8";"758.2";"770.9";"";"85";"Ветер, дующий с юго-востока";"2";"3";"4";"";" ";"";"";"";"";"";"";"";"";"";"";"-3.0";"";"";"";"";"";"";
"21.12.2017 12:00";"-0.7";"760.0";"772.7";"";"83";"Ветер, дующий с юго-запада";"3";"4";"5";"";" ";"";"";"";"";"";"";"";"";"";"";"-3.2";"";"";"";"";"";"";
"21.12.2017 09:00";"-1.4";"760.4";"773.2";"";"90";"Ветер, дующий с западо-юго-запада";"4";"5";"6";"";" ";"";"";"";"";"";"";"";"";"";"";"-2.9";"";"";"";"";"";"";
"21.12.2017 06:00";"-1.5";"760.3";"773.0";"";"94";"Ветер, дующий с западо-юго-запада";"4";"6";"6";"";" ";"";"";"-3.0";"";"";"";"";"";"";"";"-2.4";"Осадков нет";"12";"";"";"";"";
"21.12.2017 03:00";"-2.0";"760.6";"773.3";"";"94";"Ветер, дующий с западо-юго-запада";"3";"4";"5";"";" ";"";"";"";"";"";"";"";"";"";"";"-2.9";"";"";"";"";"";"";
"21.12.2017 00:00";"-2.4";"760.9";"773.6";"";"92";"Ветер, дующий с западо-юго-запада";"3";"5";"5";"";" ";"";"";"";"";"";"";"";"";"";"";"-3.5";"";"";"";"";"";"";
"20.12.2017 21:00";"-2.7";"760.4";"773.2";"";"93";"Ветер, дующий с западо-юго-запада";"2";"3";"4";"";" ";"";"";"";"";"";"";"";"";"";"";"-3.7";"";"";"";"";"";"";
"20.12.2017 18:00";"-3.0";"759.8";"772.6";"";"91";"Штиль, безветрие";"0";"";"";"";" ";"";"";"";"-2.8";"";"";"";"";"";"";"-4.3";"Осадков нет";"12";"";"";"";"";
"20.12.2017 15:00";"-3.2";"759.4";"772.1";"";"89";"Ветер, дующий с западо-юго-запада";"1";"2";"3";"";" ";"";"";"";"";"";"";"";"";"";"";"-4.8";"";"";"";"";"";"";
"20.12.2017 12:00";"-3.2";"759.1";"771.9";"";"90";"Ветер, дующий с западо-юго-запада";"2";"2";"4";"";" ";"";"";"";"";"";"";"";"";"";"";"-4.6";"";"";"";"";"";"";
"20.12.2017 09:00";"-3.4";"758.4";"771.1";"";"90";"Ветер, дующий с юго-юго-запада";"1";"2";"3";"";" ";"";"";"-3.4";"";"";"";"";"";"";"";"-4.9";"";"";"";"";"";"";
"20.12.2017 06:00";"-2.8";"757.4";"770.1";"";"86";"Ветер, дующий с юга";"1";"2";"5";"";" ";"";"";"-3.4";"";"";"";"";"";"";"";"-4.8";"Осадков нет";"12";"";"";"";"";
"20.12.2017 03:00";"-2.3";"756.9";"769.6";"";"88";"Ветер, дующий с юго-юго-запада";"2";"3";"4";"";" ";"";"";"";"";"";"";"";"";"";"";"-4.1";"";"";"";"";"";"";
"20.12.2017 00:00";"-2.4";"756.4";"769.0";"";"89";"Ветер, дующий с востоко-юго-востока";"1";"2";"4";"";" ";"";"";"";"";"";"";"";"";"";"";"-4.0";"";"";"";"";"";"";
"19.12.2017 21:00";"-2.7";"755.7";"768.4";"";"94";"Ветер, дующий с юго-юго-востока";"2";"3";"3";"";" ";"";"";"";"";"";"";"";"";"";"";"-3.6";"";"";"";"";"";"";
"19.12.2017 18:00";"-3.3";"755.2";"767.9";"";"93";"Ветер, дующий с востока";"2";"3";"4";"";" ";"";"";"";"-2.8";"";"";"";"";"";"";"-4.3";"Осадков нет";"12";"";"";"";"";
"19.12.2017 15:00";"-2.9";"755.1";"767.8";"";"88";"Ветер, дующий с юго-юго-востока";"3";"4";"5";"";" ";"";"";"";"";"";"";"";"";"";"";"-4.7";"";"";"";"";"";"";
"19.12.2017 12:00";"-3.7";"754.7";"767.5";"";"78";"Ветер, дующий с юго-востока";"3";"5";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-7.1";"";"";"";"";"";"";
"19.12.2017 09:00";"-4.2";"754.4";"767.2";"";"83";"Ветер, дующий с юго-востока";"5";"";"9";"";" ";"";"";"-4.5";"";"";"";"";"";"";"";"-6.7";"";"";"";"";"";"";
"19.12.2017 06:00";"-4.0";"754.3";"767.0";"";"84";"Ветер, дующий с востоко-юго-востока";"4";"";"7";"";" ";"";"";"-4.1";"";"";"";"";"";"";"";"-6.4";"Осадков нет";"12";"";"";"";"";
"19.12.2017 03:00";"-3.4";"754.9";"767.6";"";"81";"Ветер, дующий с востока";"4";"";"7";"";" ";"";"";"";"";"";"";"";"";"";"";"-6.3";"";"";"";"";"";"";
"19.12.2017 00:00";"-2.3";"755.6";"768.3";"";"86";"Ветер, дующий с востока";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-4.3";"";"";"";"";"";"";
"18.12.2017 21:00";"-2.5";"756.1";"768.7";"";"94";"Ветер, дующий с востока";"3";"4";"6";"";" ";"";"";"";"";"";"";"";"";"";"";"-3.4";"";"";"";"";"";"";
"18.12.2017 18:00";"-2.8";"756.6";"769.3";"";"94";"Ветер, дующий с востоко-юго-востока";"3";"5";"5";"";" ";"";"";"";"-0.2";"";"";"";"";"";"";"-3.6";"Осадков нет";"12";"";"";"";"";
"18.12.2017 15:00";"-2.3";"756.4";"769.0";"";"94";"Ветер, дующий с востоко-юго-востока";"3";"4";"5";"";" ";"";"";"";"";"";"";"";"";"";"";"-3.1";"";"";"";"";"";"";
"18.12.2017 12:00";"-1.6";"756.6";"769.3";"";"94";"Ветер, дующий с юго-востока";"2";"4";"4";"";" ";"";"";"";"";"";"";"";"";"";"";"-2.4";"";"";"";"";"";"";
"18.12.2017 09:00";"-1.0";"755.9";"768.5";"";"94";"Ветер, дующий с юго-востока";"2";"3";"5";"";" ";"";"";"-0.9";"";"";"";"";"";"";"";"-1.8";"";"";"";"";"";"";
"18.12.2017 06:00";"-0.3";"754.8";"767.3";"";"95";"Ветер, дующий с юга";"2";"3";"4";"";" ";"";"";"-0.3";"";"";"";"";"";"";"";"-1.0";"Осадков нет";"12";"";"";"";"";
"18.12.2017 03:00";"-0.2";"753.9";"766.4";"";"94";"Ветер, дующий с юга";"2";"3";"7";"";" ";"";"";"";"";"";"";"";"";"";"";"-1.0";"";"";"";"";"";"";
"18.12.2017 00:00";"-0.3";"752.5";"765.1";"";"94";"Ветер, дующий с юго-юго-запада";"4";"6";"7";"";" ";"";"";"";"";"";"";"";"";"";"";"-1.1";"";"";"";"";"";"";
"17.12.2017 21:00";"0.0";"751.2";"763.7";"";"93";"Ветер, дующий с юга";"4";"7";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-1.0";"";"";"";"";"";"";
"17.12.2017 18:00";"0.5";"750.2";"762.7";"";"92";"Ветер, дующий с юга";"5";"";"13";"";" ";"";"";"";"1.4";"";"";"";"";"";"";"-0.7";"Осадков нет";"12";"";"";"";"";
"17.12.2017 15:00";"0.8";"749.7";"762.1";"";"90";"Ветер, дующий с юга";"5";"10";"13";"";" ";"";"";"";"";"";"";"";"";"";"";"-0.6";"";"";"";"";"";"";
"17.12.2017 12:00";"1.4";"749.4";"761.8";"";"84";"Ветер, дующий с юга";"8";"13";"13";"";" ";"";"";"";"";"";"";"";"";"";"";"-1.1";"";"";"";"";"";"";
"17.12.2017 09:00";"1.3";"749.5";"761.8";"";"85";"Ветер, дующий с юга";"7";"13";"15";"";" ";"";"";"";"";"";"";"";"";"";"";"-1.0";"";"";"";"";"";"";
"17.12.2017 06:00";"0.8";"749.3";"761.8";"";"88";"Ветер, дующий с юго-юго-востока";"8";"13";"13";"";" ";"";"";"-2.6";"";"";"";"";"";"";"";"-1.0";"Осадков нет";"12";"";"";"";"";
"17.12.2017 03:00";"0.3";"750.7";"763.3";"";"90";"Ветер, дующий с юга";"6";"11";"13";"";" ";"";"";"";"";"";"";"";"";"";"";"-1.2";"";"";"";"";"";"";
"17.12.2017 00:00";"-1.1";"751.3";"763.9";"";"91";"Ветер, дующий с юго-юго-востока";"6";"10";"11";"";" ";"";"";"";"";"";"";"";"";"";"";"-2.4";"";"";"";"";"";"";
"16.12.2017 21:00";"-2.1";"752.0";"764.7";"";"90";"Ветер, дующий с юго-юго-востока";"7";"11";"11";"";" ";"";"";"";"";"";"";"";"";"";"";"-3.6";"";"";"";"";"";"";
"16.12.2017 18:00";"-2.4";"752.5";"765.1";"";"86";"Ветер, дующий с юго-востока";"6";"8";"10";"";" ";"";"";"";"-2.4";"";"";"";"";"";"";"-4.5";"Осадков нет";"12";"";"";"";"";
"16.12.2017 15:00";"-2.8";"752.6";"765.3";"";"85";"Ветер, дующий с юго-юго-востока";"4";"7";"10";"";" ";"";"";"";"";"";"";"";"";"";"";"-5.0";"";"";"";"";"";"";
"16.12.2017 12:00";"-2.9";"752.5";"765.1";"";"84";"Ветер, дующий с юга";"4";"7";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-5.3";"";"";"";"";"";"";
"16.12.2017 09:00";"-3.6";"751.9";"764.5";"";"86";"Ветер, дующий с юго-юго-востока";"5";"9";"10";"";" ";"";"";"-3.8";"";"";"";"";"";"";"";"-5.6";"";"";"";"";"";"";
"16.12.2017 06:00";"-3.5";"752.4";"765.1";"";"93";"Ветер, дующий с юго-юго-востока";"5";"7";"9";"";" ";"";"";"-3.5";"";"";"";"";"";"";"";"-4.5";"Осадков нет";"12";"";"";"";"";
"16.12.2017 03:00";"-2.6";"752.5";"765.2";"";"93";"Ветер, дующий с юго-юго-востока";"5";"7";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-3.6";"";"";"";"";"";"";
"16.12.2017 00:00";"-1.6";"752.5";"765.1";"";"86";"Ветер, дующий с юго-юго-востока";"4";"7";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-3.6";"";"";"";"";"";"";
"15.12.2017 21:00";"-0.7";"751.9";"764.5";"";"88";"Ветер, дующий с юго-юго-востока";"3";"7";"9";"";" ";"";"";"";"";"";"";"";"";"";"";"-2.5";"";"";"";"";"";"";
"15.12.2017 18:00";"-0.3";"751.2";"763.7";"";"90";"Ветер, дующий с юга";"3";"6";"7";"";" ";"";"";"";"0.9";"";"";"";"";"";"";"-1.8";"Осадков нет";"12";"";"";"";"";
"15.12.2017 15:00";"-0.3";"750.1";"762.5";"";"90";"Ветер, дующий с юго-юго-востока";"4";"6";"7";"";" ";"";"";"";"";"";"";"";"";"";"";"-1.7";"";"";"";"";"";"";
"15.12.2017 12:00";"0.3";"749.1";"761.5";"";"90";"Ветер, дующий с юго-юго-востока";"5";"7";"11";"";" ";"";"";"";"";"";"";"";"";"";"";"-1.1";"";"";"";"";"";"";
"15.12.2017 09:00";"0.6";"748.0";"760.5";"";"91";"Ветер, дующий с юга";"5";"11";"11";"";" ";"";"";"0.1";"";"";"";"";"";"";"";"-0.7";"";"";"";"";"";"";
"15.12.2017 06:00";"0.2";"747.3";"759.7";"";"93";"Ветер, дующий с юга";"5";"8";"10";"";" ";"";"";"0.2";"";"";"";"";"";"";"";"-0.8";"Осадков нет";"12";"";"";"";"";
"15.12.2017 03:00";"0.9";"747.1";"759.5";"";"92";"Ветер, дующий с юга";"6";"";"11";"";" ";"";"";"";"";"";"";"";"";"";"";"-0.3";"";"";"";"";"";"";
"15.12.2017 00:00";"2.2";"746.8";"759.1";"";"92";"Ветер, дующий с юга";"5";"";"10";"";" ";"";"";"";"";"";"";"";"";"";"";"1.0";"";"";"";"";"";"";
"14.12.2017 21:00";"2.6";"747.2";"759.5";"";"93";"Ветер, дующий с юга";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"1.6";"";"";"";"";"";"";
"14.12.2017 18:00";"2.7";"747.7";"760.0";"";"95";"Ветер, дующий с юга";"4";"8";"";"";" ";"";"";"";"2.7";"";"";"";"";"";"";"1.9";"Осадков нет";"12";"";"";"";"";
"14.12.2017 15:00";"2.5";"748.1";"760.4";"";"94";"Ветер, дующий с юго-юго-востока";"3";"5";"";"";" ";"";"";"";"";"";"";"";"";"";"";"1.6";"";"";"";"";"";"";
"14.12.2017 12:00";"1.5";"748.5";"760.9";"";"94";"Ветер, дующий с юго-востока";"3";"4";"4";"";" ";"";"";"";"";"";"";"";"";"";"";"0.7";"";"";"";"";"";"";
"14.12.2017 09:00";"0.1";"748.0";"760.5";"";"94";"Ветер, дующий с востока";"2";"3";"3";"";" ";"";"";"-0.1";"";"";"";"";"";"";"";"-0.7";"";"";"";"";"";"";
"14.12.2017 06:00";"0.0";"747.8";"760.3";"";"95";"Ветер, дующий с юго-востока";"1";"2";"3";"";" ";"";"";"0.1";"";"";"";"";"";"";"";"-0.7";"Осадков нет";"12";"";"";"";"";
"14.12.2017 03:00";"1.5";"748.3";"760.6";"";"94";"Ветер, дующий с западо-юго-запада";"2";"3";"5";"";" ";"";"";"";"";"";"";"";"";"";"";"0.7";"";"";"";"";"";"";
"14.12.2017 00:00";"1.9";"747.6";"760.0";"";"95";"Ветер, дующий с юго-запада";"3";"4";"6";"";" ";"";"";"";"";"";"";"";"";"";"";"1.1";"";"";"";"";"";"";
"13.12.2017 21:00";"2.1";"748.0";"760.3";"";"95";"Ветер, дующий с юго-запада";"4";"6";"7";"";" ";"";"";"";"";"";"";"";"";"";"";"1.3";"";"";"";"";"";"";
"13.12.2017 18:00";"1.5";"747.1";"759.5";"";"94";"Ветер, дующий с юга";"3";"6";"7";"";" ";"";"";"";"1.5";"";"";"";"";"";"";"0.6";"Осадков нет";"12";"";"";"";"";
"13.12.2017 15:00";"1.2";"747.2";"759.6";"";"94";"Ветер, дующий с юга";"4";"7";"10";"";" ";"";"";"";"";"";"";"";"";"";"";"0.3";"";"";"";"";"";"";
"13.12.2017 12:00";"1.3";"748.0";"760.3";"";"92";"Ветер, дующий с юга";"6";"10";"10";"";" ";"";"";"";"";"";"";"";"";"";"";"0.2";"";"";"";"";"";"";
"13.12.2017 09:00";"1.1";"748.8";"761.2";"";"94";"Ветер, дующий с юго-юго-востока";"5";"7";"";"";" ";"";"";"";"";"";"";"";"";"";"";"0.2";"";"";"";"";"";"";
"13.12.2017 06:00";"0.3";"749.2";"761.7";"";"94";"Ветер, дующий с юго-востока";"4";"6";"";"";" ";"";"";"-0.8";"";"";"";"";"";"";"";"-0.6";"Осадков нет";"12";"";"";"";"";
"13.12.2017 03:00";"0.2";"750.2";"762.7";"";"94";"Ветер, дующий с юго-востока";"4";"6";"6";"";" ";"";"";"";"";"";"";"";"";"";"";"-0.6";"";"";"";"";"";"";
"13.12.2017 00:00";"-0.3";"751.3";"763.8";"";"93";"Ветер, дующий с востоко-юго-востока";"3";"4";"5";"";" ";"";"";"";"";"";"";"";"";"";"";"-1.3";"";"";"";"";"";"";
"12.12.2017 21:00";"-0.4";"751.5";"764.0";"";"94";"Ветер, дующий с востоко-юго-востока";"3";"4";"5";"";" ";"";"";"";"";"";"";"";"";"";"";"-1.3";"";"";"";"";"";"";
"12.12.2017 18:00";"-0.8";"751.9";"764.5";"";"93";"Ветер, дующий с востоко-юго-востока";"2";"3";"5";"";" ";"";"";"";"0.0";"";"";"";"";"";"";"-1.8";"Осадков нет";"12";"";"";"";"";
"12.12.2017 15:00";"-1.0";"751.5";"764.0";"";"93";"Ветер, дующий с востока";"2";"4";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-2.0";"";"";"";"";"";"";
"12.12.2017 12:00";"-0.6";"751.2";"763.7";"";"87";"Ветер, дующий с востоко-юго-востока";"3";"4";"5";"";" ";"";"";"";"";"";"";"";"";"";"";"-2.5";"";"";"";"";"";"";
"12.12.2017 09:00";"-0.6";"750.9";"763.4";"";"83";"Ветер, дующий с юга";"2";"4";"8";"";" ";"";"";"-0.6";"";"";"";"";"";"";"";"-3.2";"";"";"";"";"";"";
"12.12.2017 06:00";"0.0";"749.5";"762.1";"";"75";"Ветер, дующий с юго-юго-запада";"4";"8";"9";"";" ";"";"";"-0.2";"";"";"";"";"";"";"";"-3.9";"Осадков нет";"12";"";"";"";"";
"12.12.2017 03:00";"0.6";"748.4";"760.9";"";"84";"Ветер, дующий с юга";"4";"8";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-1.8";"";"";"";"";"";"";
"12.12.2017 00:00";"0.6";"748.2";"760.6";"";"85";"Ветер, дующий с юго-юго-востока";"5";"7";"9";"";" ";"";"";"";"";"";"";"";"";"";"";"-1.7";"";"";"";"";"";"";
"11.12.2017 21:00";"0.5";"748.3";"760.8";"";"89";"Ветер, дующий с юга";"4";"7";"10";"";" ";"";"";"";"";"";"";"";"";"";"";"-1.1";"";"";"";"";"";"";
"11.12.2017 18:00";"-0.1";"748.5";"761.0";"";"92";"Ветер, дующий с юго-востока";"5";"8";"9";"";" ";"";"";"";"0.7";"";"";"";"";"";"";"-1.3";"Осадков нет";"12";"";"";"";"";
"11.12.2017 15:00";"0.4";"749.0";"761.5";"";"84";"Ветер, дующий с востоко-юго-востока";"5";"8";"10";"";" ";"";"";"";"";"";"";"";"";"";"";"-2.1";"";"";"";"";"";"";
"11.12.2017 12:00";"0.2";"749.8";"762.2";"";"84";"Ветер, дующий с юго-востока";"6";"9";"9";"";" ";"";"";"";"";"";"";"";"";"";"";"-2.2";"";"";"";"";"";"";
"11.12.2017 09:00";"-0.5";"750.3";"762.7";"";"90";"Ветер, дующий с востоко-юго-востока";"4";"7";"8";"";" ";"";"";"";"";"";"";"";"";"";"";"-1.9";"";"";"";"";"";"";
"11.12.2017 06:00";"-0.6";"749.9";"762.4";"";"91";"Ветер, дующий с юго-востока";"4";"6";"";"";" ";"";"";"-2.1";"";"";"";"";"";"";"";"-1.9";"Осадков нет";"12";"";"";"";"";
"11.12.2017 03:00";"-1.0";"750.2";"762.7";"";"91";"Ветер, дующий с юго-востока";"4";"6";"8";"";" ";"";"";"";"";"";"";"";"";"";"";"-2.3";"";"";"";"";"";"";
"11.12.2017 00:00";"-1.5";"750.4";"762.9";"";"86";"Ветер, дующий с востоко-юго-востока";"5";"7";"9";"";" ";"";"";"";"";"";"";"";"";"";"";"-3.5";"";"";"";"";"";"";
"10.12.2017 21:00";"-2.1";"750.2";"762.8";"";"86";"Ветер, дующий с востоко-юго-востока";"5";"9";"9";"";" ";"";"";"";"";"";"";"";"";"";"";"-4.1";"";"";"";"";"";"";
"10.12.2017 18:00";"-2.0";"750.7";"763.3";"";"88";"Ветер, дующий с востоко-юго-востока";"5";"";"8";"";" ";"";"";"";"-1.8";"";"";"";"";"";"";"-3.8";"Осадков нет";"12";"";"";"";"";
"10.12.2017 15:00";"-2.0";"751.1";"763.7";"";"88";"Ветер, дующий с юго-востока";"4";"5";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-3.8";"";"";"";"";"";"";
"10.12.2017 12:00";"-2.3";"751.3";"763.9";"";"88";"Ветер, дующий с юго-востока";"4";"6";"6";"";" ";"";"";"";"";"";"";"";"";"";"";"-4.1";"";"";"";"";"";"";
"10.12.2017 09:00";"-3.5";"751.6";"764.2";"";"90";"Ветер, дующий с юго-востока";"3";"4";"4";"";" ";"";"";"";"";"";"";"";"";"";"";"-4.9";"";"";"";"";"";"";
"10.12.2017 06:00";"-4.0";"751.3";"763.9";"";"89";"Ветер, дующий с востоко-юго-востока";"2";"3";"3";"";" ";"";"";"-5.1";"";"";"";"";"";"";"";"-5.5";"Осадков нет";"12";"";"";"";"";
"10.12.2017 03:00";"-4.2";"751.0";"763.6";"";"89";"Ветер, дующий с юго-юго-востока";"2";"3";"4";"";" ";"";"";"";"";"";"";"";"";"";"";"-5.8";"";"";"";"";"";"";
"10.12.2017 00:00";"-4.4";"751.0";"763.6";"";"87";"Ветер, дующий с юго-юго-востока";"2";"3";"5";"";" ";"";"";"";"";"";"";"";"";"";"";"-6.3";"";"";"";"";"";"";
"09.12.2017 21:00";"-4.8";"750.5";"763.3";"";"85";"Ветер, дующий с юга";"2";"4";"5";"";" ";"";"";"";"";"";"";"";"";"";"";"-6.9";"";"";"";"";"";"";
"09.12.2017 18:00";"-5.0";"750.4";"763.1";"";"85";"Ветер, дующий с юго-юго-востока";"2";"4";"4";"";" ";"";"";"";"-5.0";"";"";"";"";"";"";"-7.2";"Осадков нет";"12";"";"";"";"";
"09.12.2017 15:00";"-5.2";"750.0";"762.7";"";"83";"Ветер, дующий с юга";"2";"4";"6";"";" ";"";"";"";"";"";"";"";"";"";"";"-7.7";"";"";"";"";"";"";
"09.12.2017 12:00";"-6.0";"750.1";"762.8";"";"81";"Ветер, дующий с юго-востока";"3";"4";"6";"";" ";"";"";"";"";"";"";"";"";"";"";"-8.7";"";"";"";"";"";"";
"09.12.2017 09:00";"-7.3";"750.1";"763.0";"";"84";"Ветер, дующий с юга";"2";"5";"5";"";" ";"";"";"";"";"";"";"";"";"";"";"-9.5";"";"";"";"";"";"";
"09.12.2017 06:00";"-7.9";"750.4";"763.3";"";"90";"Ветер, дующий с юго-юго-востока";"2";"4";"4";"";" ";"";"";"-8.4";"";"";"";"";"";"";"";"-9.3";"Осадков нет";"12";"";"";"";"";
"09.12.2017 03:00";"-7.9";"750.4";"763.3";"";"88";"Ветер, дующий с юга";"1";"2";"5";"";" ";"";"";"";"";"";"";"";"";"";"";"-9.6";"";"";"";"";"";"";
"09.12.2017 00:00";"-7.7";"750.5";"763.4";"";"88";"Ветер, дующий с юга";"1";"1";"2";"";" ";"";"";"";"";"";"";"";"";"";"";"-9.3";"";"";"";"";"";"";
"08.12.2017 21:00";"-8.3";"750.1";"763.0";"";"88";"Ветер, дующий с востока";"1";"2";"2";"";" ";"";"";"";"";"";"";"";"";"";"";"-10.0";"";"";"";"";"";"";
"08.12.2017 18:00";"-7.9";"749.7";"762.6";"";"87";"Ветер, дующий с востоко-северо-востока";"1";"2";"3";"";" ";"";"";"";"-5.2";"";"";"";"";"";"";"-9.7";"Осадков нет";"12";"";"";"";"";
"08.12.2017 15:00";"-7.2";"748.7";"761.5";"";"85";"Ветер, дующий с северо-северо-востока";"1";"";"4";"";" ";"";"";"";"";"";"";"";"";"";"";"-9.3";"";"";"";"";"";"";
"08.12.2017 12:00";"-6.1";"748.1";"760.9";"";"84";"Ветер, дующий с северо-северо-запада";"2";"3";"4";"";" ";"";"";"";"";"";"";"";"";"";"";"-8.4";"";"";"";"";"";"";
"08.12.2017 09:00";"-6.0";"747.1";"759.8";"";"87";"Ветер, дующий с северо-северо-востока";"1";"3";"5";"";" ";"";"";"-6.1";"";"";"";"";"";"";"";"-7.8";"";"";"";"";"";"";
"08.12.2017 06:00";"-5.3";"745.6";"758.2";"";"85";"Ветер, дующий с северо-северо-запада";"3";"4";"5";"";" ";"";"";"-5.4";"";"";"";"";"";"";"";"-7.5";"Осадков нет";"12";"";"";"";"";
"08.12.2017 03:00";"-4.8";"744.9";"757.5";"";"88";"Ветер, дующий с севера";"2";"4";"4";"";" ";"";"";"";"";"";"";"";"";"";"";"-6.5";"";"";"";"";"";"";
"08.12.2017 00:00";"-4.5";"743.8";"756.4";"";"89";"Ветер, дующий с севера";"1";"3";"4";"";" ";"";"";"";"";"";"";"";"";"";"";"-6.0";"";"";"";"";"";"";
"07.12.2017 21:00";"-4.6";"742.7";"755.3";"";"91";"Ветер, дующий с северо-северо-запада";"1";"3";"3";"";" ";"";"";"";"";"";"";"";"";"";"";"-5.9";"";"";"";"";"";"";
"07.12.2017 18:00";"-4.4";"741.8";"754.4";"";"91";"Ветер, дующий с северо-северо-востока";"1";"";"3";"";" ";"";"";"";"-3.9";"";"";"";"";"";"";"-5.7";"Осадков нет";"12";"";"";"";"";
"07.12.2017 15:00";"-4.3";"740.7";"753.2";"";"91";"Ветер, дующий с северо-северо-востока";"1";"";"3";"";" ";"";"";"";"";"";"";"";"";"";"";"-5.6";"";"";"";"";"";"";
"07.12.2017 12:00";"-4.2";"740.5";"753.0";"";"92";"Ветер, дующий с юго-востока";"1";"1";"3";"";" ";"";"";"";"";"";"";"";"";"";"";"-5.3";"";"";"";"";"";"";
"07.12.2017 09:00";"-4.3";"740.3";"752.8";"";"93";"Ветер, дующий с востока";"2";"3";"3";"";" ";"";"";"-4.3";"";"";"";"";"";"";"";"-5.3";"";"";"";"";"";"";
"07.12.2017 06:00";"-4.1";"740.2";"752.8";"";"93";"Ветер, дующий с востока";"2";"3";"3";"";" ";"";"";"-4.1";"";"";"";"";"";"";"";"-5.1";"Осадков нет";"12";"";"";"";"";
"07.12.2017 03:00";"-3.8";"741.0";"753.5";"";"93";"Ветер, дующий с востока";"2";"3";"3";"";" ";"";"";"";"";"";"";"";"";"";"";"-4.8";"";"";"";"";"";"";
"07.12.2017 00:00";"-3.6";"741.5";"754.0";"";"93";"Ветер, дующий с востоко-юго-востока";"2";"3";"3";"";" ";"";"";"";"";"";"";"";"";"";"";"-4.6";"";"";"";"";"";"";
"06.12.2017 21:00";"-3.3";"742.3";"754.7";"";"93";"Ветер, дующий с востоко-юго-востока";"2";"3";"3";"";" ";"";"";"";"";"";"";"";"";"";"";"-4.3";"";"";"";"";"";"";
"06.12.2017 18:00";"-3.2";"743.0";"755.5";"";"91";"Ветер, дующий с юго-юго-востока";"1";"2";"3";"";" ";"";"";"";"-2.5";"";"";"";"";"";"";"-4.5";"Осадков нет";"12";"";"";"";"";
"06.12.2017 15:00";"-2.7";"742.9";"755.4";"";"87";"Ветер, дующий с юга";"1";"2";"4";"";" ";"";"";"";"";"";"";"";"";"";"";"-4.6";"";"";"";"";"";"";
"06.12.2017 12:00";"-2.7";"743.3";"755.8";"";"88";"Ветер, дующий с юго-запада";"3";"4";"5";"";" ";"";"";"";"";"";"";"";"";"";"";"-4.5";"";"";"";"";"";"";
"06.12.2017 09:00";"-3.4";"743.4";"755.9";"";"86";"Ветер, дующий с юго-юго-запада";"2";"4";"4";"";" ";"";"";"-3.6";"";"";"";"";"";"";"";"-5.4";"";"";"";"";"";"";
"06.12.2017 06:00";"-3.2";"743.8";"756.3";"";"80";"Ветер, дующий с юго-юго-запада";"2";"4";"5";"";" ";"";"";"-3.4";"";"";"";"";"";"";"";"-6.2";"Осадков нет";"12";"";"";"";"";
